ID,Character,Image,Description
776,寻,4728369.jpg,(- two hands spreading a tape measure or mat)  (- 八尺一寻 8 feet 1 xun)
777,寻,4729575.jpg,(- two hands spreading a tape measure or mat)  (- 八尺一寻 8 feet 1 xun)
778,寻,4730630.jpg,(- two hands spreading a tape measure or mat)  (- 八尺一寻 8 feet 1 xun)
779,旬,4730735.jpg,(- 勹 from modified 十 indicating a loop of 10 days)
780,旬,4730984.jpg,(- 勹 from modified 十 indicating a loop of 10 days)
781,疋,4731276.jpg,"(- stone chimes in a row, which must be matched)  See 匹配"
782,疋,4732762.jpg,"(- stone chimes in a row, which must be matched)  See 匹配"
783,疋,4732256.jpg,"(- stone chimes in a row, which must be matched)  See 匹配"
784,疋,4732206.jpg,"(- stone chimes in a row, which must be matched)  See 匹配"
785,疋,4733686.jpg,"(- stone chimes in a row, which must be matched)  See 匹配"
786,疋,4733806.jpg,"(- stone chimes in a row, which must be matched)  See 匹配"
787,疋,4733842.jpg,"(- stone chimes in a row, which must be matched)  See 匹配"
788,亚,4734630.jpg,(- a house with 4 corners)  (- often can see people and things inside)  (- related meaning the adobe to make the house)
789,言,4736649.jpg,(- a man standing and speaking to you)
790,言,4737746.jpg,(- a man standing and speaking to you)
791,燕,4740700.jpg,(- a swallow)
792,燕,4740679.jpg,(- a swallow)
793,央,4741726.jpg,"(- man carrying load, centered on a carrying pole)"
794,央,4741449.jpg,"(- man carrying load, centered on a carrying pole)"
795,央,4742269.jpg,"(- man carrying load, centered on a carrying pole)"
796,羊,4743177.jpg,(- sheep with horns)  (- in context sometimes ⺶ or ⺷)
797,羊,4743176.jpg,(- sheep with horns)  (- in context sometimes ⺶ or ⺷)
798,羊,4743620.jpg,(- sheep with horns)  (- in context sometimes ⺶ or ⺷)
799,夭,4746606.jpg,(- person-stand-da 大 dà leaning forward)夭亡 夭折
800,夭,4746748.jpg,(- person-stand-da 大 dà leaning forward)夭亡 夭折
801,夭,4746602.jpg,(- person-stand-da 大 dà leaning forward)夭亡 夭折
802,爻,4747501.jpg,underbrush 棥. see 樊礬𥖎鬰欝. characters 学學𡥈教𤕝. fabric 希𢁫. lantern 爽. 龸𦥯 in 礐覺. cutting 𤕦肴. stripes 駁.
803,尧,4747683.jpg,(- a pile of jugs on a table - piled high)
804,尧,4747181.jpg,(- a pile of jugs on a table - piled high)
805,埜,4748807.jpg,(- shuttle 予 indicating you have to weave in and out of the trees 林)
806,衣,4750342.jpg,cloths.
807,依,4751143.jpg,(- the value of a man depends on his cloths).
808,夷,4754569.jpg,"(- unclear, possibly some kind of clothing)."
809,乙,4803583.jpg,(- Shuowen says: it is a sprout) (- second; 2nd heavenly stem) (- variant 乚 in 乹亁) A292 亿[億] A293 忆[憶] B122 艺[藝] (- phonetic in 钇釔)  (- motion in 失𢩥 穵)  (- remnant in 凼氹)
810,乙,4803661.jpg,(- Shuowen says: it is a sprout) (- second; 2nd heavenly stem) (- variant 乚 in 乹亁) A292 亿[億] A293 忆[憶] B122 艺[藝] (- phonetic in 钇釔)  (- motion in 失𢩥 穵)  (- remnant in 凼氹)
811,乙,4804453.jpg,(- Shuowen says: it is a sprout) (- second; 2nd heavenly stem) (- variant 乚 in 乹亁) A292 亿[億] A293 忆[憶] B122 艺[藝] (- phonetic in 钇釔)  (- motion in 失𢩥 穵)  (- remnant in 凼氹)
812,以,4804207.jpg,"人 was added to distinguish 㠯 from 厶. Originally 㠯, meaning ‘by means of’ or ‘because of’. originally 㠯=以."
813,以,4805701.jpg,"人 was added to distinguish 㠯 from 厶. Originally 㠯, meaning ‘by means of’ or ‘because of’. originally 㠯=以."
814,乂,4805829.jpg,(- phonetic in 艾) (- part of 爻) 㐅 in B092 区[區] B034 冈[岡] B033 风[風] A323 赵[趙] 乂 in B121 义[義]
815,义,4805716.jpg,(- the sheep which is given each year to the poor) .
816,亦,4806347.jpg,"(- two dots indicating ""and"", one on each side) (- from person-stand-da 大 dà and symbols indicating armpits 腋窝)  (- simplification of 亦䜌 luán)"
817,亦,4806417.jpg,"(- two dots indicating ""and"", one on each side) (- from person-stand-da 大 dà and symbols indicating armpits 腋窝)  (- simplification of 亦䜌 luán)"
818,异,4806366.jpg,"Man holding a mask indicating a different face ""other"")"
819,异,4807762.jpg,"Man holding a mask indicating a different face ""other"")"
820,易,4807810.jpg,(- light 勿 from the moon 月 - easy to see - easy) (日月為易）
821,益,4808365.jpg,(original- 益益溢)
822,益,4808609.jpg,(original- 益益溢)
823,翊,4810731.jpg,stand up 立 and fly 羽
824,翊,4810722.jpg,stand up 立 and fly 羽
825,翌,4811761.jpg,daybreak when the birds 羽 stand up 立 and fly. 昱
826,翌,4811213.jpg,daybreak when the birds 羽 stand up 立 and fly. 昱
827,因,4812413.jpg,(- a mat 囗 with a person 大 sleeping on it)
828,因,4812278.jpg,(- a mat 囗 with a person 大 sleeping on it)
829,寅,4813929.jpg,(- possible hands straightening an arrow)
830,寅,4813418.jpg,(- possible hands straightening an arrow)
831,寅,4813827.jpg,(- possible hands straightening an arrow)
832,寅,4816365.jpg,(- possible hands straightening an arrow)
833,寅,4817334.jpg,(- possible hands straightening an arrow)
834,尹,4817704.jpg,(- a hand with a stick that signifies control or possibly a brush that writes laws to control)
835,引,4818721.jpg,(- a bow 弓 with string 丨)
836,饮,4818872.jpg,(- man leaning over to drink from a jug).
837,饮,4818168.jpg,(- man leaning over to drink from a jug).
838,饮,4819345.jpg,(- man leaning over to drink from a jug).
839,饮,4820344.jpg,(- man leaning over to drink from a jug).
840,印,4820151.jpg,(- who uses his hand to press)
841,印,4820989.jpg,(- who uses his hand to press)
842,永,4823502.jpg,"(a man swimming in water) (original 永泳) (borrowed for sound, meaning ""for ever"")"
843,永,4824290.jpg,"(a man swimming in water) (original 永泳) (borrowed for sound, meaning ""for ever"")"
844,永,4824920.jpg,"(a man swimming in water) (original 永泳) (borrowed for sound, meaning ""for ever"")"
845,永,4824791.jpg,"(a man swimming in water) (original 永泳) (borrowed for sound, meaning ""for ever"")"
846,永,4824209.jpg,"(a man swimming in water) (original 永泳) (borrowed for sound, meaning ""for ever"")"
847,用,4825216.jpg,(- a water bucket)  (original- 用桶) tǒng.
848,用,4825728.jpg,(- a water bucket)  (original- 用桶) tǒng.
849,攸,4825472.jpg,(a man with a pole fording a river)
850,攸,4826406.jpg,(a man with a pole fording a river)
851,尤,4827331.jpg,(- see 尢𡯁尣) 尤 sometimes seen as 尢 from right-hand-you 又𠂇 yòu plus a wart or injury on the finger  (original 尤疣 yóu)
852,由,4827627.jpg,(- modification sprouts-miao 苗 miáo)
853,斿,4828459.jpg,(see 游泳)
854,友,4828455.jpg,(- holding hands)
855,友,4828345.jpg,(- holding hands)
856,卣,4828110.jpg,(- now meaning a wine pot) (from fermented fruit in a pot 𪾏)
857,酉,4829769.jpg,(- see 酉 yǒu 𠁁 dòu 留畱 liú) (- a jug)
858,酉,4829748.jpg,(- see 酉 yǒu 𠁁 dòu 留畱 liú) (- a jug)
859,酉,4830570.jpg,(- see 酉 yǒu 𠁁 dòu 留畱 liú) (- a jug)
860,酉,4831292.jpg,(- see 酉 yǒu 𠁁 dòu 留畱 liú) (- a jug)
861,酉,4831519.jpg,(- see 酉 yǒu 𠁁 dòu 留畱 liú) (- a jug)
862,酉,4833637.jpg,(- see 酉 yǒu 𠁁 dòu 留畱 liú) (- a jug)
863,酉,4833392.jpg,(- see 酉 yǒu 𠁁 dòu 留畱 liú) (- a jug)
864,酉,4833521.jpg,(- see 酉 yǒu 𠁁 dòu 留畱 liú) (- a jug)
865,酉,4834977.jpg,(- see 酉 yǒu 𠁁 dòu 留畱 liú) (- a jug)
866,又,4834771.jpg,(right hand) A066凤[鳳] A096欢[歡]雚 C232歡<懽讙驩> A082观[觀]雚 A207权[權]雚 A208劝[勸]雚 A241叹[嘆]堇 C563嘆<歎> B079难[難]堇 A110艰[艱]堇  A084汉[漢]堇 A127仅[僅]堇 A046邓[鄧]登 A103鸡[鷄]奚 C246 鷄<雞> A232树[樹]壴 A263戏[戲]䖒 C609戲<戯> B028对[對]丵土 R11𠬤睪 B081聂[聶]耳 B096圣[聖] A087轰[轟]車
867,于,4835502.jpg,(modern 于亐 yú is almost always from seal 亏 kuī) (seal 亏 kuī almost always from oracle 于亐) (probably calipers) (possibly an altar)
868,于,4836500.jpg,(modern 于亐 yú is almost always from seal 亏 kuī) (seal 亏 kuī almost always from oracle 于亐) (probably calipers) (possibly an altar)
869,余,4837594.jpg,(- the leaves 𣎳 that can be drunk 亼 - tea)
870,臾,4839810.jpg,(two hands holding something) (𠳋𦥳𨺫 𨺺 貴䝿) (phonetic in 萸 腴 諛 庾瘐)
871,鱼,4839150.jpg,(- a fish)
872,羽,4841632.jpg,(- wings)
873,羽,4842543.jpg,(- wings)
874,雨,4842654.jpg,(- rain)
875,雨,4842971.jpg,(- rain)
876,雨,4842213.jpg,(- rain)
877,雨,4844666.jpg,(- rain)
878,雨,4844540.jpg,(- rain)
879,雨,4844456.jpg,(- rain)
880,玉,4845571.jpg,"(- 琮 cóng, a type of ritual jade object)  (- 丶 added to distinguish it from person-wang 王 wáng) (- In context, usually written like 王 wáng) (- usually on the left hand side)"
881,玉,4845884.jpg,"(- 琮 cóng, a type of ritual jade object)  (- 丶 added to distinguish it from person-wang 王 wáng) (- In context, usually written like 王 wáng) (- usually on the left hand side)"
882,郁,4846342.jpg,(- 彡 vapor - 冂 oven 林 - wood 鬯 food)
883,郁,4847196.jpg,(- 彡 vapor - 冂 oven 林 - wood 鬯 food)
884,郁,4848799.jpg,(- 彡 vapor - 冂 oven 林 - wood 鬯 food)
885,郁,4848123.jpg,(- 彡 vapor - 冂 oven 林 - wood 鬯 food)
886,元,4858827.jpg,(- that which is above 二 or before a man 儿)
887,元,4858715.jpg,(- that which is above 二 or before a man 儿)
888,员,4858557.jpg,"(- round ding, indicating round) (- authority of the ding, indicating an authority)"
889,员,4858123.jpg,"(- round ding, indicating round) (- authority of the ding, indicating an authority)"
890,爰,4859983.jpg,(- two hands pulling on a string)
891,袁,4859911.jpg,(- original meaning round from the round bi pendent)
892,袁,4859904.jpg,(- original meaning round from the round bi pendent)
893,袁,4900930.jpg,(- original meaning round from the round bi pendent)
894,袁,4900695.jpg,(- original meaning round from the round bi pendent)
895,曰,4904148.jpg,(- usually indicates someone is talking or has something in his mouth).
896,月,4904543.jpg,(- moon 月 in 朔期明望) (- 肉 in 肚背龍有散胜然+200+) (- 舟 in 勝朝朕服俞) (- 貝 in 朋) (- 井 in 青) (- 冃 in 胄) (- phonetic in 塍)
897,月,4905528.jpg,(- moon 月 in 朔期明望) (- 肉 in 肚背龍有散胜然+200+) (- 舟 in 勝朝朕服俞) (- 貝 in 朋) (- 井 in 青) (- 冃 in 胄) (- phonetic in 塍)
898,戉,4905510.jpg, (- a long handled tool 戈 with a hook blade)
899,戉,4905636.jpg, (- a long handled tool 戈 with a hook blade)
900,龠,4906112.jpg,(- mouth 亼 over holes 𠱠 in pan-pipes 冊 - flute)
901,龠,4907401.jpg,(- mouth 亼 over holes 𠱠 in pan-pipes 冊 - flute)
902,龠,4907889.jpg,(- mouth 亼 over holes 𠱠 in pan-pipes 冊 - flute)
903,龠,4908125.jpg,(- mouth 亼 over holes 𠱠 in pan-pipes 冊 - flute)
904,龠,4908450.jpg,(- mouth 亼 over holes 𠱠 in pan-pipes 冊 - flute)
905,云,4908170.jpg,(云 pictograph of a cloud) B128 云[雲] always A020 层[層] otherwise (曾)曾 B026 动[動] otherwise (重)重 A240 坛[壇罎] otherwise (亶)亶 B043 会[會] always A313 酝[醖] otherwise (昷)𥁕 A312 运[運] otherwise (军)軍 A350 偿[償] otherwise (赏)賞 B013 尝[嘗] always
906,云,4909600.jpg,(云 pictograph of a cloud) B128 云[雲] always A020 层[層] otherwise (曾)曾 B026 动[動] otherwise (重)重 A240 坛[壇罎] otherwise (亶)亶 B043 会[會] always A313 酝[醖] otherwise (昷)𥁕 A312 运[運] otherwise (军)軍 A350 偿[償] otherwise (赏)賞 B013 尝[嘗] always
907,允,4909465.jpg,"(- a person whose word can be trusted, now meaning consent)."
908,孕,4909453.jpg,(- 乃 woman's stomach and breasts with a baby inside 子)
909,孕,4909881.jpg,(- 乃 woman's stomach and breasts with a baby inside 子)
910,孕,4910959.jpg,(- 乃 woman's stomach and breasts with a baby inside 子)
911,晕,4910538.jpg,see 暉暈
912,责,4912481.jpg,drill 朿 making hole in shell 貝.
913,昃,4912513.jpg,decline 仄 like the sun 日
914,曾,4913801.jpg,(- original meaning 增加 - to increase) (- original form 丷田 甑 zèng a boiler for steaming rice)
915,曾,4913968.jpg,(- original meaning 增加 - to increase) (- original form 丷田 甑 zèng a boiler for steaming rice)
916,曾,4913400.jpg,(- original meaning 增加 - to increase) (- original form 丷田 甑 zèng a boiler for steaming rice)
917,乍,4914437.jpg,(original- 𠆦乍作 zuò). Believed to be the stitching of cloths together.
918,宅,4914309.jpg,(- probably a house roof supported by a pole)
919,翟,4914859.jpg,(- pheasants are famous for jumping out of the bush and flapping their wings).
920,占,4915908.jpg,(- originally the character was on a bone) 占 24 A349 钻[鑽](赞贊 11) A321 毡[氈](亶亶 11) A240 坛[壇罎](亶亶 11) A322 战[戰](单單 24) A050 点[點] C740 占<佔>
921,者,4919375.jpg,(- burning tree from which ink soot is collected (- mouth-speaking-yue 曰 (- ink is used to write what is said) (- 耂 is from ink) (- see 書黑𪐗墨)
922,者,4919226.jpg,(- burning tree from which ink soot is collected (- mouth-speaking-yue 曰 (- ink is used to write what is said) (- 耂 is from ink) (- see 書黑𪐗墨)
923,者,4919453.jpg,(- burning tree from which ink soot is collected (- mouth-speaking-yue 曰 (- ink is used to write what is said) (- 耂 is from ink) (- see 書黑𪐗墨)
924,者,4919256.jpg,(- burning tree from which ink soot is collected (- mouth-speaking-yue 曰 (- ink is used to write what is said) (- 耂 is from ink) (- see 書黑𪐗墨)
925,贞,4920445.jpg,(- fire in the ding to crack bones to cast fortune)
926,贞,4920437.jpg,(- fire in the ding to crack bones to cast fortune)
927,贞,4920655.jpg,(- fire in the ding to crack bones to cast fortune)
928,贞,4921757.jpg,(- fire in the ding to crack bones to cast fortune)
929,朕,4921460.jpg,(from 朕𦨶𦩎 in  塍𦩱 勝𠢧 剩賸 滕 縢𦪝  螣 誊謄 腾騰 䲢鰧䲍 媵） (from 養 in 鲞鮝鯗)
930,争,4921891.jpg,(- two hands pulling on a rope)
931,正,4923805.jpg,(- indicating target 囗 一 reached 止 and completed)
932,之,4924594.jpg,(- sometimes 㞢 is from 生) (inversion- 匝帀-之㞢𡳿) (- from 土士 in 寺)時旹 先 㞷蚩志
933,执,4926917.jpg,Handcuffs 㚔 and a kneeling man 丮. A274 亵[褻] 扌坴 执埶 only  A228 势[勢] 扌坴 执埶 only A212 热[熱] 扌坴 执埶 only otherwise [执]埶 yì never 蓺爇  B122 艺[藝] always (呓)囈 B130 执[執] zhí 扌幸 always (垫)墊 (挚)摯 (絷)縶  (蛰)蟄 (贽)贄 (鸷)鷙 A009 报[報] 扌幸 only
934,执,4926514.jpg,Handcuffs 㚔 and a kneeling man 丮. A274 亵[褻] 扌坴 执埶 only  A228 势[勢] 扌坴 执埶 only A212 热[熱] 扌坴 执埶 only otherwise [执]埶 yì never 蓺爇  B122 艺[藝] always (呓)囈 B130 执[執] zhí 扌幸 always (垫)墊 (挚)摯 (絷)縶  (蛰)蟄 (贽)贄 (鸷)鷙 A009 报[報] 扌幸 only
935,执,4927186.jpg,Handcuffs 㚔 and a kneeling man 丮. A274 亵[褻] 扌坴 执埶 only  A228 势[勢] 扌坴 执埶 only A212 热[熱] 扌坴 执埶 only otherwise [执]埶 yì never 蓺爇  B122 艺[藝] always (呓)囈 B130 执[執] zhí 扌幸 always (垫)墊 (挚)摯 (絷)縶  (蛰)蟄 (贽)贄 (鸷)鷙 A009 报[報] 扌幸 only
936,执,4928895.jpg,Handcuffs 㚔 and a kneeling man 丮. A274 亵[褻] 扌坴 执埶 only  A228 势[勢] 扌坴 执埶 only A212 热[熱] 扌坴 执埶 only otherwise [执]埶 yì never 蓺爇  B122 艺[藝] always (呓)囈 B130 执[執] zhí 扌幸 always (垫)墊 (挚)摯 (絷)縶  (蛰)蟄 (贽)贄 (鸷)鷙 A009 报[報] 扌幸 only
937,执,4928257.jpg,Handcuffs 㚔 and a kneeling man 丮. A274 亵[褻] 扌坴 执埶 only  A228 势[勢] 扌坴 执埶 only A212 热[熱] 扌坴 执埶 only otherwise [执]埶 yì never 蓺爇  B122 艺[藝] always (呓)囈 B130 执[執] zhí 扌幸 always (垫)墊 (挚)摯 (絷)縶  (蛰)蟄 (贽)贄 (鸷)鷙 A009 报[報] 扌幸 only
938,执,4928474.jpg,Handcuffs 㚔 and a kneeling man 丮. A274 亵[褻] 扌坴 执埶 only  A228 势[勢] 扌坴 执埶 only A212 热[熱] 扌坴 执埶 only otherwise [执]埶 yì never 蓺爇  B122 艺[藝] always (呓)囈 B130 执[執] zhí 扌幸 always (垫)墊 (挚)摯 (絷)縶  (蛰)蟄 (贽)贄 (鸷)鷙 A009 报[報] 扌幸 only
939,执,4929285.jpg,Handcuffs 㚔 and a kneeling man 丮. A274 亵[褻] 扌坴 执埶 only  A228 势[勢] 扌坴 执埶 only A212 热[熱] 扌坴 执埶 only otherwise [执]埶 yì never 蓺爇  B122 艺[藝] always (呓)囈 B130 执[執] zhí 扌幸 always (垫)墊 (挚)摯 (絷)縶  (蛰)蟄 (贽)贄 (鸷)鷙 A009 报[報] 扌幸 only
940,执,4929866.jpg,Handcuffs 㚔 and a kneeling man 丮. A274 亵[褻] 扌坴 执埶 only  A228 势[勢] 扌坴 执埶 only A212 热[熱] 扌坴 执埶 only otherwise [执]埶 yì never 蓺爇  B122 艺[藝] always (呓)囈 B130 执[執] zhí 扌幸 always (垫)墊 (挚)摯 (絷)縶  (蛰)蟄 (贽)贄 (鸷)鷙 A009 报[報] 扌幸 only
941,执,4930514.jpg,Handcuffs 㚔 and a kneeling man 丮. A274 亵[褻] 扌坴 执埶 only  A228 势[勢] 扌坴 执埶 only A212 热[熱] 扌坴 执埶 only otherwise [执]埶 yì never 蓺爇  B122 艺[藝] always (呓)囈 B130 执[執] zhí 扌幸 always (垫)墊 (挚)摯 (絷)縶  (蛰)蟄 (贽)贄 (鸷)鷙 A009 报[報] 扌幸 only
942,直,4930832.jpg,"(- an eye-mu 目 mù and a line, also pronounced zhi indicating the eye that sees straight)  (- a straight line 丨 zhi became 十) (- a carpenters square 𠃊 or nose)"
943,止,4931238.jpg,(- a foot moving forward)
944,只,4933160.jpg,"(- hand holding bird) (- ""a"" bird) (- one as opposed to two 雙)"
945,只,4934975.jpg,"(- hand holding bird) (- ""a"" bird) (- one as opposed to two 雙)"
946,黹,4935816.jpg,(㡀 is a remnant with related meaning. original pictograph indicated embroidery on cloth)
947,黹,4936137.jpg,(㡀 is a remnant with related meaning. original pictograph indicated embroidery on cloth)
948,黹,4936127.jpg,(㡀 is a remnant with related meaning. original pictograph indicated embroidery on cloth)
949,黹,4937226.jpg,(㡀 is a remnant with related meaning. original pictograph indicated embroidery on cloth)
950,至,4938358.jpg,(- arrow in the ground indicating it has reached it's destination)
951,彘,4938183.jpg,(- the feet 比 of a pig 彑 with an arrow 矢 in it).
952,彘,4939565.jpg,(- the feet 比 of a pig 彑 with an arrow 矢 in it).
953,彘,4939208.jpg,(- the feet 比 of a pig 彑 with an arrow 矢 in it).
954,廌,4940694.jpg,(- mythical animal 獬豸 獬廌 unicorn in 法灋) (- yak in 薦)
955,廌,4941380.jpg,(- mythical animal 獬豸 獬廌 unicorn in 法灋) (- yak in 薦)
956,雉,4941889.jpg,(- The spear is long the arrow is short)
957,雉,4941979.jpg,(- The spear is long the arrow is short)
958,雉,4942719.jpg,(- The spear is long the arrow is short)
959,雉,4942154.jpg,(- The spear is long the arrow is short)
960,疐,4942542.jpg,(- 叀 to stumble)
961,疐,4943854.jpg,(- 叀 to stumble)
962,疐,4943838.jpg,(- 叀 to stumble)
963,疐,4944509.jpg,(- 叀 to stumble)
964,疐,4944427.jpg,(- 叀 to stumble)
965,疐,4944660.jpg,(- 叀 to stumble)
966,疐,4945471.jpg,(- 叀 to stumble)
967,中,4945557.jpg,(- originally a pictograph of a string heddle 综) (- now a pictograph of a line through a square indicating center) A332 钟[鐘鍾] A333 肿[腫] A334 种[種]
968,中,4946707.jpg,(- originally a pictograph of a string heddle 综) (- now a pictograph of a line through a square indicating center) A332 钟[鐘鍾] A333 肿[腫] A334 种[種]
969,中,4946641.jpg,(- originally a pictograph of a string heddle 综) (- now a pictograph of a line through a square indicating center) A332 钟[鐘鍾] A333 肿[腫] A334 种[種]
970,中,4946992.jpg,(- originally a pictograph of a string heddle 综) (- now a pictograph of a line through a square indicating center) A332 钟[鐘鍾] A333 肿[腫] A334 种[種]
971,中,4947455.jpg,(- originally a pictograph of a string heddle 综) (- now a pictograph of a line through a square indicating center) A332 钟[鐘鍾] A333 肿[腫] A334 种[種]
972,中,4948975.jpg,(- originally a pictograph of a string heddle 综) (- now a pictograph of a line through a square indicating center) A332 钟[鐘鍾] A333 肿[腫] A334 种[種]
973,众,4948963.jpg,(- originally three people under the sun)
974,舟,4949637.jpg,(- a boat)
975,周,4950726.jpg,"(- 周密 ""meticulous"" crops) （- 田 with 4 dots indicating crops)"
976,周,4950145.jpg,"(- 周密 ""meticulous"" crops) （- 田 with 4 dots indicating crops)"
977,帚,4952822.jpg,"(- seal character thought to be a hand holding a dust rag) (- oracle character is a broom, hand from seal was the sweeping part of the broom the dust rag was the handle of the broom) C770 帚<箒> A068 妇[婦] B036 归[歸]"
978,帚,4953853.jpg,"(- seal character thought to be a hand holding a dust rag) (- oracle character is a broom, hand from seal was the sweeping part of the broom the dust rag was the handle of the broom) C770 帚<箒> A068 妇[婦] B036 归[歸]"
979,帚,4953364.jpg,"(- seal character thought to be a hand holding a dust rag) (- oracle character is a broom, hand from seal was the sweeping part of the broom the dust rag was the handle of the broom) C770 帚<箒> A068 妇[婦] B036 归[歸]"
980,帚,4953713.jpg,"(- seal character thought to be a hand holding a dust rag) (- oracle character is a broom, hand from seal was the sweeping part of the broom the dust rag was the handle of the broom) C770 帚<箒> A068 妇[婦] B036 归[歸]"
981,帚,4954252.jpg,"(- seal character thought to be a hand holding a dust rag) (- oracle character is a broom, hand from seal was the sweeping part of the broom the dust rag was the handle of the broom) C770 帚<箒> A068 妇[婦] B036 归[歸]"
982,昼,4954306.jpg,(there is light enough to write) (painting 画畫畵 from 田 tián) (daytime 晝𦘙 from 日 rì) (book 書𦘠 from 曰 yuē)
983,朱,4955674.jpg,original pictograph of spider 朱蛛
984,朱,4955824.jpg,original pictograph of spider 朱蛛
985,壴,4959376.jpg,(- drum on a stand with top decoration) (- probably a version of 豈) (- note 凱)
986,壴,4959311.jpg,(- drum on a stand with top decoration) (- probably a version of 豈) (- note 凱)
987,壴,5000615.jpg,(- drum on a stand with top decoration) (- probably a version of 豈) (- note 凱)
988,壴,5000881.jpg,(- drum on a stand with top decoration) (- probably a version of 豈) (- note 凱)
989,爪,5004315.jpg,(- a hand grabbing something) (- a claw or hand grabbing from above)
990,专,5004309.jpg,(- a drop spindle 叀 zhuān being twirled with a hand-measure-cun 寸 cùn) (- Now 转轉 zhuǎn)
991,专,5004382.jpg,(- a drop spindle 叀 zhuān being twirled with a hand-measure-cun 寸 cùn) (- Now 转轉 zhuǎn)
992,妆,5005297.jpg,"(- woman at table, powder 花粉)"
993,妆,5006541.jpg,"(- woman at table, powder 花粉)"
994,隹,5006631.jpg,(- a bird with a short tail)
995,兹,5010567.jpg,(- upside-down two-threads-si 丝絲𢇁 sī)
996,子,5010711.jpg,(- a baby with two arms) (- 地支 - 子丑寅卯辰巳午未申酉戌亥)
997,子,5010507.jpg,(- a baby with two arms) (- 地支 - 子丑寅卯辰巳午未申酉戌亥)
998,子,5011464.jpg,(- a baby with two arms) (- 地支 - 子丑寅卯辰巳午未申酉戌亥)
999,子,5011406.jpg,(- a baby with two arms) (- 地支 - 子丑寅卯辰巳午未申酉戌亥)
1000,子,5011988.jpg,(- a baby with two arms) (- 地支 - 子丑寅卯辰巳午未申酉戌亥)
1001,子,5012445.jpg,(- a baby with two arms) (- 地支 - 子丑寅卯辰巳午未申酉戌亥)
1002,子,5012434.jpg,(- a baby with two arms) (- 地支 - 子丑寅卯辰巳午未申酉戌亥)
1003,子,5012529.jpg,(- a baby with two arms) (- 地支 - 子丑寅卯辰巳午未申酉戌亥)
1004,子,5013327.jpg,(- a baby with two arms) (- 地支 - 子丑寅卯辰巳午未申酉戌亥)
1005,子,5015625.jpg,(- a baby with two arms) (- 地支 - 子丑寅卯辰巳午未申酉戌亥)
1006,子,5016993.jpg,(- a baby with two arms) (- 地支 - 子丑寅卯辰巳午未申酉戌亥)
1007,子,5016583.jpg,(- a baby with two arms) (- 地支 - 子丑寅卯辰巳午未申酉戌亥)
1008,子,5016170.jpg,(- a baby with two arms) (- 地支 - 子丑寅卯辰巳午未申酉戌亥)
1009,子,5017451.jpg,(- a baby with two arms) (- 地支 - 子丑寅卯辰巳午未申酉戌亥)
1010,子,5017231.jpg,(- a baby with two arms) (- 地支 - 子丑寅卯辰巳午未申酉戌亥)
1011,子,5018841.jpg,(- a baby with two arms) (- 地支 - 子丑寅卯辰巳午未申酉戌亥)
1012,子,5019938.jpg,(- a baby with two arms) (- 地支 - 子丑寅卯辰巳午未申酉戌亥)
1013,子,5019448.jpg,(- a baby with two arms) (- 地支 - 子丑寅卯辰巳午未申酉戌亥)
1014,子,5019100.jpg,(- a baby with two arms) (- 地支 - 子丑寅卯辰巳午未申酉戌亥)
1015,自,5021983.jpg,(- a nose)  (- Chinese point to their nose when they say I)
1016,奏,5021489.jpg,(- bringing gifts of herbs 屮 and roots 本 in the hands 大廾 to the emperor)
1017,奏,5022213.jpg,(- bringing gifts of herbs 屮 and roots 本 in the hands 大廾 to the emperor)
1018,卒,5022433.jpg,(- the cloths 衣 of a soldier with number ten 十).
1019,卒,5022267.jpg,(- the cloths 衣 of a soldier with number ten 十).
1020,族,5022932.jpg,(- arrow markings indicated different clans).
1021,族,5023748.jpg,(- arrow markings indicated different clans).
1022,左,5026696.jpg,1. The hand that wipes the butt 肛門 疘 2. weakness of the left hand  3. an assistant
